log2FoldChange,pvalue,lfcSE,stat,padj,log10P,Gene,log2_FoldChange
-0.591427232918163,1.38713432206063e-16,0.0715507640428739,-8.26584091490308,1,15.857881482326,CYTB,-0.591427232918163
1.01691668041691,1.08187270198293e-09,0.166794120614761,6.09683768629741,1,8.96582383726898,ND6,1.01691668041691
-0.211699951143543,0.000796880823205505,0.0631209844834279,-3.35387593961123,1,3.09860662426803,ND5,-0.211699951143543
-0.210194527290035,0.00985648771546697,0.0814447418099112,-2.58082379069505,1,2.00627781503197,ND4,-0.210194527290035
-0.228851162703489,0.00498009967423827,0.0814904682288092,-2.8083181711623,1,2.30276196496348,ND4L,-0.228851162703489
-0.529920526654276,7.86544572407817e-06,0.118581913929093,-4.46881408046044,1,5.10427666146756,ND3,-0.529920526654276
0.20353755490192,1.5717509177184e-05,0.0471327951421042,4.31838498625551,1,4.8036162774006,COX3,0.20353755490192
0.0416270967140221,0.290356575711096,0.0393696522216149,1.05733971130098,1,0.537068334043587,ATP6,0.0416270967140221
0.0387181416474065,0.680568544152234,0.0940474239117581,0.411687423610184,1,0.167128127847925,ATP8,0.0387181416474065
0.207491124927701,0.00248320084452008,0.0685834688597419,3.02538101932457,1,2.60498815272122,COX2,0.207491124927701
0.210375843239642,0.000164053410506569,0.0558208105244115,3.76877084483824,1,3.78501473663552,COX1,0.210375843239642
0.484466337620591,5.69080401163377e-12,0.0703431787864417,6.88718289361655,1,11.2448263710129,ND2,0.484466337620591
0.379093952536387,1.31078465113226e-08,0.0666872625326188,5.68465308275265,1,7.88246865270894,ND1,0.379093952536387
0.0169613094182214,0.875860967256933,0.108574420855013,0.156218281291788,1,0.0575648275593932,RNR2,0.0169613094182214
0.123318891191766,0.311626722315344,0.12187894390417,1.01181456978105,1,0.506365308199416,RNR1,0.123318891191766
8.47911611728297,2.91465005262701e-18,0.972964265330094,8.71472511316363,1,17.5354135813291,KIR3DL3,8.47911611728297
8.89244219748362,1.74896730200368e-20,0.958583717485401,9.27664640581489,1,19.7572183098421,KIR2DL2,8.89244219748362
8.84088516313758,4.35036792928419e-13,1.22041074098801,7.24418826073285,1,12.3614740113441,KIR2DL4,8.84088516313758
9.83822041807401,5.87049102320903e-09,1.69029801367152,5.82040583287692,1,8.23132557170782,KIR2DL5A,9.83822041807401
8.42953056952681,1.57692269080745e-15,1.05755573039668,7.97076723924988,1,14.8021895975898,KIR2DL3,8.42953056952681
6.1168809925583,6.15862625560399e-10,0.9887759384938,6.18631659046652,1,9.21051615084624,KIR2DP1,6.1168809925583
9.9935593280811,5.72737149472561e-27,0.929361384632019,10.7531467234762,1,26.2420446463128,KIR2DL1,9.9935593280811
4.15282524763283,0.00020665370275776,1.11913647158624,3.71074069433794,1,3.68475680875703,KIR3DL1,4.15282524763283
5.77473654150439,1.16739617012768e-07,1.0898755140163,5.29852856334379,1,6.93278173581183,KIR2DS4,5.77473654150439
6.97286995545389,2.93984361970926e-07,1.35995942793796,5.12726321992303,1,6.53167577057547,KIR2DL5B,6.97286995545389
5.23278919153374,3.67957833055895e-07,1.02909840350866,5.08482879158378,1,6.43420194741454,NCR1,5.23278919153374
6.87026313558228,1.36387601868092e-12,0.969325891426272,7.08767112933849,1,11.8652251068423,FCAR,6.87026313558228
1.00224002399985,2.43552268812979e-20,0.108452441356417,9.24128596336616,1,19.6134078203999,EPS8L1,1.00224002399985
1.52086973511371,2.30361376915973e-30,0.132806385609105,11.4517816906045,1,29.6375903342695,RDH13,1.52086973511371
-5.23277539031589,2.01705886063692e-18,0.597598973474808,-8.75633262870135,1,17.6952814282737,NLRP2,-5.23277539031589
8.15849472142317,1.26569487276433e-11,1.20464909934432,6.77250721879405,1,10.8976709791895,LILRP1,8.15849472142317
7.04251742980002,7.73484412085956e-27,0.656620256401009,10.7254038558004,1,26.1115484341472,LILRB4,7.04251742980002
-0.469478476100284,0.0180657817527348,0.198572518915037,-2.36426711342248,1,1.74314324065267,CDC42EP5,-0.469478476100284
-0.662350548523986,0.000114023513566543,0.171654244741245,-3.85863192327358,1,3.94300558060034,LENG9,-0.662350548523986
