NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	163	0.65120167	2.0928812	0.0	0.0	0.0	1106	tags=37%, list=10%, signal=41%	
HALLMARK_UV_RESPONSE_DN	HALLMARK_UV_RESPONSE_DN	Details ...	116	0.57362676	1.7399346	0.0	0.0039187805	0.009	746	tags=25%, list=7%, signal=27%	
HALLMARK_TGF_BETA_SIGNALING	HALLMARK_TGF_BETA_SIGNALING	Details ...	36	0.6605971	1.690165	0.0055350554	0.008855419	0.03	1156	tags=36%, list=11%, signal=40%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	124	0.53844213	1.679811	0.001776199	0.008046453	0.036	1126	tags=26%, list=10%, signal=28%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	22	0.71806103	1.6709342	0.0036429872	0.0069202054	0.039	1654	tags=55%, list=15%, signal=64%	
HALLMARK_IL2_STAT5_SIGNALING	HALLMARK_IL2_STAT5_SIGNALING	Details ...	133	0.518926	1.6369163	0.0018050541	0.008831366	0.06	936	tags=22%, list=9%, signal=24%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	113	0.5304246	1.628899	0.0	0.008573429	0.068	1078	tags=22%, list=10%, signal=24%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	70	0.545408	1.57495	0.0018115942	0.015486572	0.135	2294	tags=40%, list=21%, signal=50%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	143	0.49877986	1.5739325	0.0	0.013765842	0.135	1476	tags=31%, list=13%, signal=36%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	120	0.501236	1.5674943	0.0	0.013678437	0.148	1136	tags=28%, list=10%, signal=30%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	77	0.5093768	1.4800746	0.016129032	0.032441027	0.341	1571	tags=38%, list=14%, signal=44%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	25	0.62016004	1.4704119	0.041984733	0.03251405	0.367	1476	tags=44%, list=13%, signal=51%	
HALLMARK_WNT_BETA_CATENIN_SIGNALING	HALLMARK_WNT_BETA_CATENIN_SIGNALING	Details ...	29	0.55054885	1.346764	0.09356725	0.09003984	0.762	666	tags=24%, list=6%, signal=26%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	129	0.40709665	1.2806426	0.06749556	0.1408591	0.906	1427	tags=24%, list=13%, signal=27%	
HALLMARK_ALLOGRAFT_REJECTION	HALLMARK_ALLOGRAFT_REJECTION	Details ...	90	0.41858143	1.2317603	0.12208258	0.1910447	0.971	1587	tags=27%, list=15%, signal=31%	
HALLMARK_MITOTIC_SPINDLE	HALLMARK_MITOTIC_SPINDLE	Details ...	138	0.37745848	1.18563	0.13020833	0.24081758	0.99	1636	tags=24%, list=15%, signal=28%	
HALLMARK_MYOGENESIS	HALLMARK_MYOGENESIS	Details ...	123	0.36266947	1.1279393	0.22580644	0.32025555	0.999	1032	tags=18%, list=9%, signal=20%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	115	0.33582905	1.0435237	0.35250464	0.4770961	1.0	1131	tags=24%, list=10%, signal=27%	
HALLMARK_APICAL_SURFACE	HALLMARK_APICAL_SURFACE	Details ...	31	0.4130123	1.0210816	0.40194175	0.4994832	1.0	758	tags=19%, list=7%, signal=21%	
HALLMARK_ANDROGEN_RESPONSE	HALLMARK_ANDROGEN_RESPONSE	Details ...	74	0.34621635	1.0135281	0.43928573	0.4910636	1.0	998	tags=19%, list=9%, signal=21%	
HALLMARK_NOTCH_SIGNALING	HALLMARK_NOTCH_SIGNALING		26	0.41603902	0.9893417	0.4809886	0.5194439	1.0	995	tags=27%, list=9%, signal=30%	
HALLMARK_P53_PATHWAY	HALLMARK_P53_PATHWAY		144	0.30662513	0.9577819	0.5486381	0.5613183	1.0	860	tags=10%, list=8%, signal=11%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		109	0.27443087	0.8384414	0.7923077	0.8024569	1.0	314	tags=5%, list=3%, signal=5%	
