NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
BRCA1_DN.V1_UP	BRCA1_DN.V1_UP	Details ...	63	-0.7580971	-1.9249355	0.0	0.0	0.0	2002	tags=43%, list=11%, signal=48%	
KRAS.KIDNEY_UP.V1_UP	KRAS.KIDNEY_UP.V1_UP	Details ...	94	-0.7034501	-1.8595319	0.0	0.0	0.0	2360	tags=60%, list=13%, signal=68%	
ATF2_S_UP.V1_DN	ATF2_S_UP.V1_DN	Details ...	152	-0.6336528	-1.7716402	0.0	3.457557E-4	0.001	1501	tags=34%, list=8%, signal=37%	
MEL18_DN.V1_DN	MEL18_DN.V1_DN	Details ...	111	-0.65670085	-1.7571154	0.0	5.2694493E-4	0.002	2186	tags=39%, list=12%, signal=44%	
ALK_DN.V1_UP	ALK_DN.V1_UP	Details ...	84	-0.6749155	-1.7530109	0.0	4.2155597E-4	0.002	2066	tags=38%, list=11%, signal=43%	
KRAS.600_UP.V1_UP	KRAS.600_UP.V1_UP	Details ...	171	-0.62488663	-1.7527844	0.0	3.5129662E-4	0.002	2274	tags=49%, list=13%, signal=55%	
PRC2_EZH2_UP.V1_UP	PRC2_EZH2_UP.V1_UP	Details ...	160	-0.6194515	-1.7359145	0.0	5.9355726E-4	0.004	2531	tags=41%, list=14%, signal=47%	
ATF2_UP.V1_DN	ATF2_UP.V1_DN	Details ...	159	-0.60819536	-1.6872425	0.0	0.0029682056	0.022	1675	tags=28%, list=9%, signal=31%	
AKT_UP.V1_DN	AKT_UP.V1_DN	Details ...	156	-0.5991653	-1.6856612	0.0	0.0028710975	0.024	2016	tags=29%, list=11%, signal=32%	
LEF1_UP.V1_UP	LEF1_UP.V1_UP	Details ...	156	-0.5981626	-1.6681548	0.0	0.0035126887	0.032	2210	tags=37%, list=12%, signal=41%	
KRAS.300_UP.V1_UP	KRAS.300_UP.V1_UP	Details ...	90	-0.6362793	-1.6672603	0.0	0.003377382	0.034	2101	tags=49%, list=12%, signal=55%	
KRAS.LUNG.BREAST_UP.V1_UP	KRAS.LUNG.BREAST_UP.V1_UP	Details ...	85	-0.629717	-1.6633949	0.0011876485	0.0031802766	0.035	2208	tags=47%, list=12%, signal=53%	
