NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MGARP	276	4.8404364585876465	0.018076714	Yes	
row_1	ATF3	359	4.310275554656982	0.04332834	Yes	
row_2	PCDHB5	396	4.096374988555908	0.069670774	Yes	
row_3	ALPK2	624	3.0229852199554443	0.077906325	Yes	
row_4	DHCR24	651	2.9330129623413086	0.09675504	Yes	
row_5	BDH1	728	2.7101120948791504	0.111265846	Yes	
row_6	DHCR7	738	2.6948001384735107	0.12941597	Yes	
row_7	TMEM97	741	2.6792666912078857	0.14784989	Yes	
row_8	ALDOC	810	2.502622127532959	0.16137165	Yes	
row_9	LDLR	1048	2.0594935417175293	0.16237897	Yes	
row_10	IDI1	1081	1.9906519651412964	0.17436932	Yes	
row_11	HMGCS1	1112	1.937866449356079	0.1861061	Yes	
row_12	TFRC	1207	1.7832190990447998	0.1931948	Yes	
row_13	PCYT2	1225	1.7625517845153809	0.20444477	Yes	
row_14	MSMO1	1315	1.6482490301132202	0.21087871	Yes	
row_15	ADRA1B	1467	1.4550613164901733	0.21250962	Yes	
row_16	PYGL	1569	1.3742644786834717	0.21637626	Yes	
row_17	FDFT1	1595	1.35503089427948	0.22435819	Yes	
row_18	NABP1	1622	1.3314532041549683	0.23212102	Yes	
row_19	LSS	1677	1.293384075164795	0.23805512	Yes	
row_20	FDPS	1686	1.2890419960021973	0.24653059	Yes	
row_21	IFI30	1716	1.2700421810150146	0.25370064	Yes	
row_22	AK4	1737	1.2595559358596802	0.2613012	Yes	
row_23	NSDHL	1744	1.2471798658370972	0.2695987	Yes	
row_24	SC5D	1801	1.2076903581619263	0.27482784	Yes	
row_25	MBL1P	1823	1.1894270181655884	0.28188705	Yes	
row_26	CYP51A1	1846	1.172097086906433	0.28877044	Yes	
row_27	JPT1	1911	1.1237459182739258	0.2929713	Yes	
row_28	NIPSNAP3A	1943	1.1069722175598145	0.29890078	Yes	
row_29	USP18	1980	1.0860675573349	0.30440608	Yes	
row_30	MSX2	1999	1.0781646966934204	0.31086287	Yes	
row_31	CPPED1	2038	1.0637847185134888	0.3161021	Yes	
row_32	GSDME	2075	1.0409914255142212	0.32129535	Yes	
row_33	GSS	2177	0.9888405203819275	0.32249412	Yes	
row_34	CCL5	2201	0.9748731851577759	0.32795644	Yes	
row_35	RRM2	2348	0.9076055288314819	0.32607737	Yes	
row_36	STMN1	2357	0.9002504944801331	0.33186164	Yes	
row_37	ADORA2B	2377	0.8922429084777832	0.3369756	Yes	
row_38	SQLE	2406	0.8825049996376038	0.34151903	Yes	
row_39	PLAT	2441	0.8702588081359863	0.3456423	Yes	
row_40	PFKP	2627	0.8077002167701721	0.3408916	Yes	
row_41	PDK1	2633	0.8056218028068542	0.34618855	Yes	
row_42	SLC2A1	2711	0.7810476422309875	0.3472906	Yes	
row_43	ISYNA1	2952	0.7135576605796814	0.33881372	No	
row_44	TNFRSF12A	2985	0.7038652896881104	0.34189704	No	
row_45	PRKCA	3295	0.6258386969566345	0.32895586	No	
row_46	MYO7B	3452	0.5961775183677673	0.32436213	No	
row_47	IDH3A	3509	0.5872748494148254	0.3252968	No	
row_48	SLC41A3	3904	0.5122902989387512	0.30681813	No	
row_49	EEF1E1	3985	0.4994163513183594	0.30580303	No	
row_50	PAFAH2	4510	0.4183838963508606	0.2794073	No	
row_51	HSPE1	4525	0.41644585132598877	0.2815073	No	
row_52	CDC20	4678	0.3948686122894287	0.27574372	No	
row_53	NEIL3	4700	0.39263349771499634	0.2772876	No	
row_54	GGACT	4822	0.3782544434070587	0.27314192	No	
row_55	LTV1	5052	0.3511245548725128	0.26277122	No	
row_56	TMEM53	5106	0.34459370374679565	0.26219377	No	
row_57	TIPIN	5564	0.2920825779438019	0.23866911	No	
row_58	RIOX2	5606	0.2892742156982422	0.23837954	No	
row_59	IFI35	5607	0.289136677980423	0.24038093	No	
row_60	HELLS	5682	0.2812582850456238	0.23819116	No	
row_61	UBE2C	5751	0.27377572655677795	0.236285	No	
row_62	MTHFD1	5864	0.2624216377735138	0.23184064	No	
row_63	HTT	5874	0.2616547644138336	0.2331487	No	
row_64	APOOL	5899	0.25936776399612427	0.2336024	No	
row_65	AP2B1	6195	0.23142528533935547	0.21871375	No	
row_66	COMTD1	6253	0.22544023394584656	0.21708791	No	
row_67	BID	6481	0.20381245017051697	0.20580932	No	
row_68	CDK1	6485	0.20327211916446686	0.20704865	No	
row_69	TPH1	6631	0.18939870595932007	0.20025413	No	
row_70	PCNA	6791	0.17647626996040344	0.19258754	No	
row_71	SP100	6858	0.16999362409114838	0.1900748	No	
row_72	DBF4	7071	0.14908069372177124	0.17925587	No	
row_73	ATXN7L1	7095	0.14675012230873108	0.17898597	No	
row_74	RANBP9	7153	0.14249290525913239	0.17678598	No	
row_75	TCF19	7398	0.11949395388364792	0.16397344	No	
row_76	PPAN	7829	0.076596699655056	0.14046651	No	
row_77	NQO2	7916	0.06748931109905243	0.13612625	No	
row_78	HIVEP3	7940	0.0658462718129158	0.13529633	No	
row_79	TMEM106A	8496	0.014695141464471817	0.104373395	No	
row_80	MCM5	8664	-0.0013353400863707066	0.095047295	No	
row_81	CCDC86	8950	-0.029714427888393402	0.07932139	No	
row_82	COQ4	9048	-0.03710663691163063	0.07415592	No	
row_83	IFIT2	9157	-0.046968888491392136	0.068443805	No	
row_84	UHRF1	9396	-0.06922941654920578	0.05561874	No	
row_85	IFIT1	9416	-0.07080220431089401	0.055046726	No	
row_86	RETREG3	9455	-0.07489113509654999	0.053440906	No	
row_87	COA7	9638	-0.09320888668298721	0.043912243	No	
row_88	TRMT5	9782	-0.10649397224187851	0.036655646	No	
row_89	STARD4	10026	-0.13158650696277618	0.023982715	No	
row_90	ZNF518B	10312	-0.16127726435661316	0.009167488	No	
row_91	CCAR2	10369	-0.16703982651233673	0.007193311	No	
row_92	MCM6	10757	-0.2069830745458603	-0.013007371	No	
row_93	TARS2	11065	-0.24297018349170685	-0.02848693	No	
row_94	PTPN14	11384	-0.28621742129325867	-0.044282038	No	
row_95	FAM131A	12014	-0.3627364933490753	-0.076932475	No	
row_96	PSAT1	12105	-0.3753995895385742	-0.07936501	No	
row_97	PREP	12185	-0.3856094181537628	-0.08111196	No	
row_98	KIF9	12257	-0.3971712589263916	-0.08233169	No	
row_99	INTS3	12453	-0.42809823155403137	-0.09026897	No	
row_100	MRTFB	12984	-0.5123487710952759	-0.116349675	No	
row_101	KRBA1	13233	-0.5580419898033142	-0.12635021	No	
row_102	ABCA2	14049	-0.7264940738677979	-0.16688019	No	
row_103	PRAF2	14388	-0.8239527940750122	-0.18007113	No	
row_104	GCH1	14526	-0.8753031492233276	-0.18167068	No	
row_105	SEPTIN9	14740	-0.9492636919021606	-0.1870067	No	
row_106	LGALS3	14902	-1.0088038444519043	-0.18902376	No	
row_107	H6PD	15115	-1.10002863407135	-0.1932603	No	
row_108	HMOX1	15148	-1.12150239944458	-0.18728614	No	
row_109	RGS11	15389	-1.2605868577957153	-0.1919765	No	
row_110	ERN1	15399	-1.267230749130249	-0.18370791	No	
row_111	DLG4	15461	-1.300585150718689	-0.17811526	No	
row_112	TG	15868	-1.609108567237854	-0.18967262	No	
row_113	OAS2	16094	-1.8294645547866821	-0.18958674	No	
row_114	RCOR2	16102	-1.8397270441055298	-0.17724358	No	
row_115	BST2	16418	-2.3388988971710205	-0.17866246	No	
row_116	LIPG	16442	-2.376753330230713	-0.16349643	No	
row_117	KCNE3	16516	-2.4826695919036865	-0.15039228	No	
row_118	FABP5	16538	-2.5207366943359375	-0.1341178	No	
row_119	IL27RA	16817	-3.0853073596954346	-0.12830178	No	
row_120	BACH2	17003	-3.706888437271118	-0.112984486	No	
row_121	STEAP1	17322	-5.247229099273682	-0.09443979	No	
row_122	CMBL	17422	-5.703455448150635	-0.06049497	No	
row_123	GABRG2	17478	-5.9044342041015625	-0.022699373	No	
row_124	NTSR1	17738	-7.591835975646973	0.015372656	No	
