NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	Details ...	194	-0.60344046	-1.7166454	0.0	0.0031456759	0.004	2635	tags=39%, list=15%, signal=45%	
HALLMARK_KRAS_SIGNALING_UP	HALLMARK_KRAS_SIGNALING_UP	Details ...	161	-0.5686649	-1.5927224	0.0	0.024895228	0.06	2288	tags=37%, list=13%, signal=42%	
HALLMARK_INFLAMMATORY_RESPONSE	HALLMARK_INFLAMMATORY_RESPONSE	Details ...	159	-0.53506076	-1.4858309	0.0022271716	0.08337644	0.265	1865	tags=31%, list=10%, signal=34%	
HALLMARK_ANGIOGENESIS	HALLMARK_ANGIOGENESIS	Details ...	28	-0.6531258	-1.4724871	0.039772727	0.07373545	0.305	2588	tags=43%, list=14%, signal=50%	
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	Details ...	182	-0.5141505	-1.4633266	0.0010741139	0.067209944	0.339	3060	tags=25%, list=17%, signal=29%	
HALLMARK_HEDGEHOG_SIGNALING	HALLMARK_HEDGEHOG_SIGNALING	Details ...	30	-0.616102	-1.412639	0.06666667	0.102884956	0.555	2521	tags=47%, list=14%, signal=54%	
HALLMARK_BILE_ACID_METABOLISM	HALLMARK_BILE_ACID_METABOLISM	Details ...	84	-0.5280544	-1.3857169	0.030120483	0.1183544	0.665	839	tags=13%, list=5%, signal=14%	
HALLMARK_IL6_JAK_STAT3_SIGNALING	HALLMARK_IL6_JAK_STAT3_SIGNALING	Details ...	70	-0.54094344	-1.379747	0.025188917	0.110641964	0.692	849	tags=16%, list=5%, signal=16%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	Details ...	94	-0.5034532	-1.3422161	0.047449585	0.14747432	0.821	4218	tags=36%, list=23%, signal=47%	
HALLMARK_COAGULATION	HALLMARK_COAGULATION	Details ...	95	-0.5027293	-1.332583	0.047058824	0.14716248	0.851	3060	tags=39%, list=17%, signal=47%	
HALLMARK_COMPLEMENT	HALLMARK_COMPLEMENT	Details ...	162	-0.47143823	-1.3294545	0.032397408	0.13739476	0.861	3113	tags=27%, list=17%, signal=32%	
HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS	Details ...	148	-0.45853108	-1.2758502	0.0654102	0.21671149	0.98	2520	tags=22%, list=14%, signal=26%	
