NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CARTILAGE_DEVELOPMENT	GOBP_CARTILAGE_DEVELOPMENT	Details ...	133	0.6768535	2.1275203	0.0	0.0	0.0	755	tags=32%, list=6%, signal=34%	
GOBP_BONE_DEVELOPMENT	GOBP_BONE_DEVELOPMENT	Details ...	137	0.6755056	2.1216588	0.0	0.0	0.0	788	tags=33%, list=7%, signal=35%	
GOBP_CHONDROCYTE_DIFFERENTIATION	GOBP_CHONDROCYTE_DIFFERENTIATION	Details ...	80	0.7307609	2.1101587	0.0	0.0	0.0	755	tags=39%, list=6%, signal=41%	
GOBP_BONE_MORPHOGENESIS	GOBP_BONE_MORPHOGENESIS	Details ...	66	0.72515285	2.0941257	0.0	0.0	0.0	755	tags=39%, list=6%, signal=42%	
GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	GOBP_COLLAGEN_BIOSYNTHETIC_PROCESS	Details ...	25	0.8905498	2.0927362	0.0	0.0	0.0	677	tags=60%, list=6%, signal=64%	
GOBP_COLLAGEN_METABOLIC_PROCESS	GOBP_COLLAGEN_METABOLIC_PROCESS	Details ...	61	0.7391058	2.0899107	0.0	0.0	0.0	677	tags=41%, list=6%, signal=43%	
GOBP_SKELETAL_SYSTEM_DEVELOPMENT	GOBP_SKELETAL_SYSTEM_DEVELOPMENT	Details ...	327	0.60398877	2.0834517	0.0	0.0	0.0	1177	tags=30%, list=10%, signal=33%	
GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	GOBP_SKELETAL_SYSTEM_MORPHOGENESIS	Details ...	143	0.6513437	2.0623715	0.0	0.0	0.0	1280	tags=36%, list=11%, signal=40%	
GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	GOBP_ENDOCHONDRAL_BONE_MORPHOGENESIS	Details ...	40	0.77070075	2.04085	0.0	0.0	0.0	749	tags=43%, list=6%, signal=45%	
GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	GOBP_CONNECTIVE_TISSUE_DEVELOPMENT	Details ...	176	0.62249494	1.9948478	0.0	7.32689E-4	0.006	937	tags=31%, list=8%, signal=33%	
GOBP_HEART_VALVE_DEVELOPMENT	GOBP_HEART_VALVE_DEVELOPMENT	Details ...	49	0.7311015	1.9810805	0.0	7.7700417E-4	0.007	548	tags=35%, list=5%, signal=36%	
GOBP_HEART_VALVE_MORPHOGENESIS	GOBP_HEART_VALVE_MORPHOGENESIS	Details ...	40	0.7537742	1.9655563	0.0	0.0010132723	0.01	548	tags=40%, list=5%, signal=42%	
GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	GOBP_CARDIAC_SEPTUM_MORPHOGENESIS	Details ...	47	0.7263944	1.9617537	0.0	0.0011198614	0.012	631	tags=34%, list=5%, signal=36%	
GOBP_AORTIC_VALVE_MORPHOGENESIS	GOBP_AORTIC_VALVE_MORPHOGENESIS	Details ...	24	0.8272104	1.9594002	0.0	0.0012116076	0.014	548	tags=46%, list=5%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	GOBP_POSITIVE_REGULATION_OF_AXON_EXTENSION	Details ...	28	0.8051066	1.957059	0.0	0.0011308339	0.014	1104	tags=43%, list=9%, signal=47%	
GOBP_MESENCHYME_MORPHOGENESIS	GOBP_MESENCHYME_MORPHOGENESIS	Details ...	36	0.7653042	1.9439585	0.0	0.0015157837	0.02	564	tags=36%, list=5%, signal=38%	
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	Details ...	32	0.774641	1.9399724	0.0	0.0020657715	0.028	548	tags=44%, list=5%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_ENDOTHELIAL_CELL_PROLIFERATION	Details ...	54	0.7076449	1.9336231	0.0	0.0022888514	0.033	1614	tags=41%, list=14%, signal=47%	
GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION	Details ...	32	0.7747047	1.9326724	0.0	0.0022312466	0.034	667	tags=44%, list=6%, signal=46%	
GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	GOBP_ENDOCARDIAL_CUSHION_MORPHOGENESIS	Details ...	28	0.7866134	1.9325103	0.0	0.0021196844	0.034	548	tags=39%, list=5%, signal=41%	
GOBP_ENDOTHELIAL_CELL_PROLIFERATION	GOBP_ENDOTHELIAL_CELL_PROLIFERATION		88	0.65186846	1.9219023	0.0	0.0028280802	0.048	1126	tags=34%, list=10%, signal=37%	
GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS	GOBP_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS		43	0.7362313	1.9195951	0.0	0.0029717935	0.053	517	tags=33%, list=4%, signal=34%	
GOBP_CELL_FATE_COMMITMENT	GOBP_CELL_FATE_COMMITMENT		127	0.61877036	1.9193462	0.0	0.002842585	0.053	1314	tags=35%, list=11%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS	GOBP_POSITIVE_REGULATION_OF_HEMOPOIESIS		92	0.64621204	1.9183497	0.0	0.0027241441	0.053	886	tags=27%, list=8%, signal=29%	
GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	GOBP_NEGATIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION		25	0.79619694	1.917217	0.0	0.0027619866	0.055	595	tags=36%, list=5%, signal=38%	
